"","_id","operator_registration_number","postal_code","ward_number","ward_name"
"375",1728352,"STR-2010-FWFXPD","M9C","02","Etobicoke Centre"
"376",1728353,"STR-2010-GTYXPH","M5J","10","Spadina-Fort York"
"377",1728354,"STR-2010-HKLXPK","M2N","18","Willowdale"
"378",1728355,"STR-2010-HSSXPL","M6S","04","Parkdale-High Park"
"379",1728356,"STR-2010-GFCKPF","M9P","02","Etobicoke Centre"
"380",1728357,"STR-2010-GVQKPH","M5V","10","Spadina-Fort York"
"381",1728358,"STR-2010-FGYXPB","M4S","12","Toronto-St. Paul's"
"382",1728359,"STR-2010-HDLXPJ","M6J","10","Spadina-Fort York"
"383",1728360,"STR-2010-GPQKPG","M6G","11","University-Rosedale"
"384",1728361,"STR-2010-GWWKPH","M6J","09","Davenport"
"385",1728362,"STR-2010-HFSXPJ","M2N","18","Willowdale"
"386",1728363,"STR-2010-HMYXPK","M9N","05","York South-Weston"
"387",1728364,"STR-2010-HWFXPL","M5V","10","Spadina-Fort York"
"388",1728365,"STR-2010-GHQKPF","M4B","19","Beaches-East York"
"389",1728366,"STR-2010-GQWKPG","M4L","14","Toronto-Danforth"
"390",1728367,"STR-2010-HGJKPJ","M8Z","03","Etobicoke-Lakeshore"
"391",1728368,"STR-2010-HWWKPL","M6K","10","Spadina-Fort York"
"392",1728369,"STR-2010-FKLXPB","M6B","08","Eglinton-Lawrence"
"393",1728370,"STR-2010-GJFXPF","M5J","10","Spadina-Fort York"
"394",1728371,"STR-2010-GYSXPH","M4C","19","Beaches-East York"
"395",1728372,"STR-2010-HGYXPJ","M5J","10","Spadina-Fort York"
"396",1728373,"STR-2010-HXLXPL","M1B","25","Scarborough-Rouge Park"
"397",1728374,"STR-2010-FLCKPB","M2H","17","Don Valley North"
"398",1728375,"STR-2010-FTJKPC","M4L","19","Beaches-East York"
"399",1728376,"STR-2010-GZJKPH","M6J","10","Spadina-Fort York"
"400",1728377,"STR-2010-HJFXPJ","M6R","04","Parkdale-High Park"
"401",1728378,"STR-2010-HRLXPK","M5V","10","Spadina-Fort York"
"402",1728379,"STR-2010-HYSXPL","M3H","06","York Centre"
"403",1728380,"STR-2010-JGYXPM","M6K","04","Parkdale-High Park"
"404",1728381,"STR-2010-FDPDVB","M4L","19","Beaches-East York"
"405",1728382,"STR-2010-FLVDVC","M5V","10","Spadina-Fort York"
"406",1728383,"STR-2010-GKPDVG","M6K","10","Spadina-Fort York"
"407",1728384,"STR-2010-GSVDVH","M4J","14","Toronto-Danforth"
"408",1728385,"STR-2010-FVRRVD","M6J","11","University-Rosedale"
"409",1728386,"STR-2010-GLDRVG","M9R","02","Etobicoke Centre"
"410",1728387,"STR-2010-HJXRVK","M8V","03","Etobicoke-Lakeshore"
"411",1728388,"STR-2010-HZKRVM","M4J","14","Toronto-Danforth"
"412",1728389,"STR-2010-GDPDVF","M5T","11","University-Rosedale"
"413",1728390,"STR-2010-HKPDVK","M5T","11","University-Rosedale"
"414",1728391,"STR-2010-JBBDVM","M5E","10","Spadina-Fort York"
"415",1728392,"STR-2010-GFDRVF","M5R","11","University-Rosedale"
"416",1728393,"STR-2010-GMKRVG","M2H","17","Don Valley North"
"417",1728394,"STR-2010-HCXRVJ","M4L","14","Toronto-Danforth"
"418",1728395,"STR-2010-FQHDVC","M4N","15","Don Valley West"
"419",1728396,"STR-2010-HDPDVJ","M4L","14","Toronto-Danforth"
"420",1728397,"STR-2010-HLVDVK","M5V","10","Spadina-Fort York"
"421",1728398,"STR-2010-JCHDVM","M4G","15","Don Valley West"
"422",1728399,"STR-2010-HMKRVK","M3H","06","York Centre"
"423",1728400,"STR-2010-HVRRVL","M4C","19","Beaches-East York"
"424",1728401,"STR-2010-GHBDVF","M4S","12","Toronto-St. Paul's"
"425",1728402,"STR-2010-GQHDVG","M5V","10","Spadina-Fort York"
"426",1728403,"STR-2010-FZKRVD","M4W","11","University-Rosedale"
"427",1728404,"STR-2010-GYDRVH","M8V","03","Etobicoke-Lakeshore"
"428",1728405,"STR-2010-HPRRVK","M3N","07","Humber River-Black Creek"
"429",1728406,"STR-2010-GBBDVD","M1R","21","Scarborough Centre"
"430",1728407,"STR-2010-GRPDVG","M5J","10","Spadina-Fort York"
"431",1728408,"STR-2010-GYVDVH","M4J","14","Toronto-Danforth"
"432",1728409,"STR-2010-JFVDVM","M4Y","13","Toronto Centre"
"433",1728410,"STR-2010-FLDRVB","M5J","10","Spadina-Fort York"
"434",1728411,"STR-2010-HQXRVK","M6J","09","Davenport"
"435",1728412,"STR-2010-HYDRVL","M9L","07","Humber River-Black Creek"
"436",1728413,"STR-2010-JGKRVM","M3B","15","Don Valley West"
"437",1728414,"STR-2010-FDQKVB","M5V","10","Spadina-Fort York"
"438",1728415,"STR-2010-FLWKVC","M4L","19","Beaches-East York"
"439",1728416,"STR-2010-FVCKVD","M4E","19","Beaches-East York"
"440",1728417,"STR-2010-GCJKVF","M6E","12","Toronto-St. Paul's"
"441",1728418,"STR-2010-FFFXVB","M5J","10","Spadina-Fort York"
"442",1728419,"STR-2010-FMLXVC","M6S","04","Parkdale-High Park"
"443",1728420,"STR-2010-GLFXVG","M6K","10","Spadina-Fort York"
"444",1728421,"STR-2010-GTLXVH","M6J","10","Spadina-Fort York"
"445",1728422,"STR-2010-HZLXVM","M5V","10","Spadina-Fort York"
"446",1728423,"STR-2011-FWJKVD","M4E","19","Beaches-East York"
"447",1728424,"STR-2011-GLWKVG","M6S","04","Parkdale-High Park"
"448",1728425,"STR-2011-GVCKVH","M5J","10","Spadina-Fort York"
"449",1728426,"STR-2011-HKQKVK","M2N","18","Willowdale"
"450",1728427,"STR-2011-FPSXVC","M6P","04","Parkdale-High Park"
"451",1728428,"STR-2011-GFFXVF","M2J","17","Don Valley North"
"452",1728429,"STR-2011-GMLXVG","M5J","10","Spadina-Fort York"
"453",1728430,"STR-2011-HTLXVL","M1P","21","Scarborough Centre"
"454",1728431,"STR-2011-FQJKVC","M1L","20","Scarborough Southwest"
"455",1728432,"STR-2011-GWJKVH","M4J","14","Toronto-Danforth"
"456",1728433,"STR-2011-HDQKVJ","M4Y","13","Toronto Centre"
"457",1728434,"STR-2011-GGLXVF","M6J","11","University-Rosedale"
"458",1728435,"STR-2011-JCYXVM","M6R","04","Parkdale-High Park"
"459",1728436,"STR-2011-FJJKVB","M5V","10","Spadina-Fort York"
"460",1728437,"STR-2011-FRQKVC","M5J","10","Spadina-Fort York"
"461",1728438,"STR-2011-FYWKVD","M4B","19","Beaches-East York"
"462",1728439,"STR-2011-HWJKVL","M5V","10","Spadina-Fort York"
"463",1728440,"STR-2011-FSFXVC","M3H","06","York Centre"
"464",1728441,"STR-2011-FZLXVD","M6K","09","Davenport"
"465",1728442,"STR-2011-GHSXVF","M3H","06","York Centre"
"466",1728443,"STR-2011-GQYXVG","M5J","10","Spadina-Fort York"
"467",1728444,"STR-2011-GYFXVH","M9R","01","Etobicoke North"
"468",1728445,"STR-2011-HPSXVK","M5J","10","Spadina-Fort York"
"469",1728446,"STR-2011-JFFXVM","M5J","10","Spadina-Fort York"
"470",1728447,"STR-2011-GBCKVD","M5S","11","University-Rosedale"
"471",1728448,"STR-2011-HHCKVJ","M6G","12","Toronto-St. Paul's"
"472",1728449,"STR-2011-HQJKVK","M6H","09","Davenport"
"473",1728450,"STR-2011-HXQKVL","M6J","10","Spadina-Fort York"
"474",1728451,"STR-2011-JFWKVM","M1J","21","Scarborough Centre"
"475",1728452,"STR-2011-FLFXVB","M5V","10","Spadina-Fort York"
"476",1728453,"STR-2011-HHSXVJ","M6S","04","Parkdale-High Park"
"477",1728454,"STR-2011-HQYXVK","M5V","10","Spadina-Fort York"
"478",1728455,"STR-2011-HYFXVL","M5B","13","Toronto Centre"
"479",1728456,"STR-2011-JGLXVM","M5V","10","Spadina-Fort York"
"480",1728457,"STR-2011-FDRRVB","M4K","14","Toronto-Danforth"
"481",1728458,"STR-2011-GKRRVG","M5V","10","Spadina-Fort York"
"482",1728459,"STR-2011-HRRRVL","M6B","08","Eglinton-Lawrence"
"483",1728460,"STR-2011-HBVDVJ","M6P","04","Parkdale-High Park"
"484",1728461,"STR-2011-HCKRVJ","M6R","04","Parkdale-High Park"
"485",1728462,"STR-2011-HSXRVL","M5R","12","Toronto-St. Paul's"
"486",1728463,"STR-2011-FPVDVC","M6S","04","Parkdale-High Park"
"487",1728464,"STR-2011-FXBDVD","M4M","14","Toronto-Danforth"
"488",1728465,"STR-2011-GFHDVF","M5J","10","Spadina-Fort York"
"489",1728466,"STR-2011-GMPDVG","M2N","18","Willowdale"
"490",1728467,"STR-2011-GVVDVH","M4M","14","Toronto-Danforth"
"491",1728468,"STR-2011-HLHDVK","M4Y","13","Toronto Centre"
"492",1728469,"STR-2011-HTPDVL","M6K","04","Parkdale-High Park"
"493",1728470,"STR-2011-FHDRVB","M4M","14","Toronto-Danforth"
"494",1728471,"STR-2011-FQKRVC","M4J","14","Toronto-Danforth"
"495",1728472,"STR-2011-FXRRVD","M9B","02","Etobicoke Centre"
"496",1728473,"STR-2011-GFXRVF","M4L","19","Beaches-East York"
"497",1728474,"STR-2011-GPDRVG","M3A","16","Don Valley East"
"498",1728475,"STR-2011-GWKRVH","M6R","04","Parkdale-High Park"
"499",1728476,"STR-2011-JCKRVM","M9L","07","Humber River-Black Creek"
"500",1728477,"STR-2011-FYHDVD","M9C","02","Etobicoke Centre"
"501",1728478,"STR-2011-GGPDVF","M6R","04","Parkdale-High Park"
"502",1728479,"STR-2011-GXBDVH","M5J","10","Spadina-Fort York"
"503",1728480,"STR-2011-HMPDVK","M5R","11","University-Rosedale"
"504",1728481,"STR-2011-HVVDVL","M6G","11","University-Rosedale"
"505",1728482,"STR-2011-FRRRVC","M6J","09","Davenport"
"506",1728483,"STR-2011-FYXRVD","M5V","10.0","Spadina-Fort York"
"507",1728484,"STR-2011-GQKRVG","M6P","09","Davenport"
"508",1728485,"STR-2011-HPDRVK","M5S","11","University-Rosedale"
"509",1728486,"STR-2011-JDRRVM","M8V","03","Etobicoke-Lakeshore"
"510",1728487,"STR-2011-FSHDVC","M2J","17","Don Valley North"
"511",1728488,"STR-2011-FZPDVD","M6P","09","Davenport"
"512",1728489,"STR-2011-HGPDVJ","M4X","13","Toronto Centre"
"513",1728490,"STR-2011-JFHDVM","M1E","24","Scarborough-Guildwood"
"514",1728491,"STR-2011-FSXRVC","M6P","04","Parkdale-High Park"
"515",1728492,"STR-2011-GBDRVD","M6G","11","University-Rosedale"
"516",1728493,"STR-2011-GRRRVG","M1W","22","Scarborough-Agincourt"
"517",1728494,"STR-2011-GYXRVH","M6J","09","Davenport"
"518",1728495,"STR-2011-HHDRVJ","M3A","16","Don Valley East"
"519",1728496,"STR-2011-HQKRVK","M5J","10","Spadina-Fort York"
"520",1728497,"STR-2011-GKBDVF","M4B","19","Beaches-East York"
"521",1728498,"STR-2011-HRBDVK","M1T","22","Scarborough-Agincourt"
"522",1728499,"STR-2011-FDSXVB","M4M","14","Toronto-Danforth"
"523",1728500,"STR-2011-GCLXVF","M6R","04","Parkdale-High Park"
"524",1728501,"STR-2011-HRSXVL","M2R","18","Willowdale"
"525",1728502,"STR-2011-FFJKVB","M4K","14","Toronto-Danforth"
"526",1728503,"STR-2011-GTQKVH","M4C","19","Beaches-East York"
"527",1728504,"STR-2011-HZQKVM","M5V","10","Spadina-Fort York"
"528",1728505,"STR-2011-GVFXVH","M6P","04","Parkdale-High Park"
"529",1728506,"STR-2011-HKSXVK","M5V","10","Spadina-Fort York"
"530",1728507,"STR-2011-HSYXVL","M4L","14","Toronto-Danforth"
"531",1728508,"STR-2011-FPWKVC","M9B","03","Etobicoke-Lakeshore"
"532",1728509,"STR-2011-GMQKVG","M5J","10","Spadina-Fort York"
"533",1728510,"STR-2011-GVWKVH","M5V","10","Spadina-Fort York"
"534",1728511,"STR-2011-HDCKVJ","M1V","22","Scarborough-Agincourt"
"535",1728512,"STR-2011-HLJKVK","M8Y","03","Etobicoke-Lakeshore"
"536",1728513,"STR-2011-FHFXVB","M5J","10","Spadina-Fort York"
"537",1728514,"STR-2011-FQLXVC","M5J","10","Spadina-Fort York"
"538",1728515,"STR-2011-FXSXVD","M5J","10","Spadina-Fort York"
"539",1728516,"STR-2011-GFYXVF","M5V","10","Spadina-Fort York"
"540",1728517,"STR-2011-GWLXVH","M5J","10","Spadina-Fort York"
"541",1728518,"STR-2011-HVFXVL","M6G","11","University-Rosedale"
"542",1728519,"STR-2011-JCLXVM","M4R","08","Eglinton-Lawrence"
"543",1728520,"STR-2011-FHWKVB","M1H","24","Scarborough-Guildwood"
"544",1728521,"STR-2011-FYJKVD","M9R","02","Etobicoke Centre"
"545",1728522,"STR-2011-HFJKVJ","M5B","13","Toronto Centre"
"546",1728523,"STR-2011-HMQKVK","M6M","05","York South-Weston"
"547",1728524,"STR-2011-JDCKVM","M4Y","13","Toronto Centre"
"548",1728525,"STR-2011-FJLXVB","M5V","10","Spadina-Fort York"
"549",1728526,"STR-2011-FRSXVC","M1K","21","Scarborough Centre"
"550",1728527,"STR-2011-HPFXVK","M2N","18","Willowdale"
"551",1728528,"STR-2011-HWLXVL","M5T","11","University-Rosedale"
"552",1728529,"STR-2011-FZQKVD","M5M","08","Eglinton-Lawrence"
"553",1728530,"STR-2011-GYJKVH","M3A","16","Don Valley East"
"554",1728531,"STR-2011-HPWKVK","M5V","10","Spadina-Fort York"
"555",1728532,"STR-2011-FKSXVB","M3A","16","Don Valley East"
"556",1728533,"STR-2011-HHFXVJ","M4Y","13","Toronto Centre"
"557",1728534,"STR-2011-HQLXVK","M1K","20","Scarborough Southwest"
"558",1728535,"STR-2011-JFYXVM","M6H","09","Davenport"
"559",1728536,"STR-2011-GZQKVH","M4J","14","Toronto-Danforth"
"560",1728537,"STR-2011-HHWKVJ","M4J","14","Toronto-Danforth"
"561",1728538,"STR-2011-JGQKVM","M8W","03","Etobicoke-Lakeshore"
"562",1728539,"STR-2011-FMBDVC","M6R","04","Parkdale-High Park"
"563",1728540,"STR-2011-FVHDVD","M4X","13","Toronto Centre"
"564",1728541,"STR-2011-GCPDVF","M5J","10","Spadina-Fort York"
"565",1728542,"STR-2011-GKVDVG","M5V","10","Spadina-Fort York"
"566",1728543,"STR-2011-GTBDVH","M1W","22","Scarborough-Agincourt"
"567",1728544,"STR-2011-HJPDVK","M5V","10","Spadina-Fort York"
"568",1728545,"STR-2011-HRVDVL","M5V","10","Spadina-Fort York"
"569",1728546,"STR-2011-FMRRVC","M1N","20","Scarborough Southwest"
"570",1728547,"STR-2011-FVXRVD","M6H","09","Davenport"
"571",1728548,"STR-2011-HKDRVK","M5S","11","University-Rosedale"
"572",1728549,"STR-2011-HZRRVM","M6G","11","University-Rosedale"
"573",1728550,"STR-2011-FPHDVC","M1P","21","Scarborough Centre"
"574",1728551,"STR-2011-GMBDVG","M6J","10","Spadina-Fort York"
"575",1728552,"STR-2011-HCPDVJ","M2N","18","Willowdale"
"576",1728553,"STR-2011-JBHDVM","M6H","09","Davenport"
"577",1728554,"STR-2011-FGRRVB","M5V","10","Spadina-Fort York"
"578",1728555,"STR-2011-GMRRVG","M5V","10","Spadina-Fort York"
"579",1728556,"STR-2011-HDDRVJ","M6J","11","University-Rosedale"
"580",1728557,"STR-2011-FHHDVB","M6K","04","Parkdale-High Park"
"581",1728558,"STR-2011-GGBDVF","M5V","10","Spadina-Fort York"
"582",1728559,"STR-2011-GPHDVG","M5B","13","Toronto Centre"
"583",1728560,"STR-2011-HVHDVL","M5J","10","Spadina-Fort York"
"584",1728561,"STR-2011-FHXRVB","M6H","09","Davenport"
"585",1728562,"STR-2011-FRDRVC","M4L","19","Beaches-East York"
"586",1728563,"STR-2011-FYKRVD","M5V","10","Spadina-Fort York"
"587",1728564,"STR-2011-GGRRVF","M2N","18","Willowdale"
"588",1728565,"STR-2011-GPXRVG","M4C","19","Beaches-East York"
"589",1728566,"STR-2011-HFKRVJ","M1R","21","Scarborough Centre"
"590",1728567,"STR-2011-HVXRVL","M1G","24","Scarborough-Guildwood"
"591",1728568,"STR-2011-JDDRVM","M5V","10","Spadina-Fort York"
"592",1728569,"STR-2011-FJPDVB","M9C","02","Etobicoke Centre"
"593",1728570,"STR-2011-FRVDVC","M5S","11","University-Rosedale"
"594",1728571,"STR-2011-GQPDVG","M5V","10","Spadina-Fort York"
"595",1728572,"STR-2011-HPHDVK","M6C","12","Toronto-St. Paul's"
"596",1728573,"STR-2011-JDVDVM","M6R","04","Parkdale-High Park"
"597",1728574,"STR-2011-FZRRVD","M2N","18","Willowdale"
"598",1728575,"STR-2011-GHXRVF","M4B","19","Beaches-East York"
"599",1728576,"STR-2011-GYKRVH","M4L","14","Toronto-Danforth"
"600",1728577,"STR-2011-HGRRVJ","M5V","10","Spadina-Fort York"
"601",1728578,"STR-2011-HPXRVK","M5R","11","University-Rosedale"
"602",1728579,"STR-2011-FKVDVB","M3H","06","York Centre"
"603",1728580,"STR-2011-GBHDVD","M5J","10","Spadina-Fort York"
"604",1728581,"STR-2011-GJPDVF","M5J","10","Spadina-Fort York"
"605",1728582,"STR-2011-HXVDVL","M3K","06","York Centre"
"606",1728583,"STR-2011-FLKRVB","M5J","10","Spadina-Fort York"
"607",1728584,"STR-2011-GSKRVG","M9R","02","Etobicoke Centre"
"608",1728585,"STR-2011-GZRRVH","M5J","10","Spadina-Fort York"
"609",1728586,"STR-2011-HRDRVK","M3H","06","York Centre"
"610",1728587,"STR-2011-GTCKVH","M1T","22","Scarborough-Agincourt"
"611",1728588,"STR-2011-HBJKVJ","M6J","09","Davenport"
"612",1728589,"STR-2011-HRWKVL","M5V","10","Spadina-Fort York"
"613",1728590,"STR-2011-GDFXVF","M4M","14","Toronto-Danforth"
"614",1728591,"STR-2011-HKFXVK","M5A","13","Toronto Centre"
"615",1728592,"STR-2011-FPJKVC","M5V","10","Spadina-Fort York"
"616",1728593,"STR-2011-FWQKVD","M1P","21","Scarborough Centre"
"617",1728594,"STR-2011-GDWKVF","M5V","10","Spadina-Fort York"
"618",1728595,"STR-2011-GMCKVG","M5J","10","Spadina-Fort York"
"619",1728596,"STR-2011-GVJKVH","M5V","10","Spadina-Fort York"
"620",1728597,"STR-2011-HCQKVJ","M5V","10","Spadina-Fort York"
"621",1728598,"STR-2011-JBJKVM","M8Y","03","Etobicoke-Lakeshore"
"622",1728599,"STR-2011-FGSXVB","M4B","19","Beaches-East York"
"623",1728600,"STR-2011-GMSXVG","M6M","05","York South-Weston"
"624",1728601,"STR-2011-HLLXVK","M5J","10","Spadina-Fort York"
"625",1728602,"STR-2011-FXWKVD","M1V","23","Scarborough North"
"626",1728603,"STR-2011-HMCKVK","M5A","13","Toronto Centre"
"627",1728604,"STR-2011-FHYXVB","M6H","09","Davenport"
"628",1728605,"STR-2011-GPYXVG","M1M","20","Scarborough Southwest"
"629",1728606,"STR-2011-GXFXVH","M5J","10","Spadina-Fort York"
"630",1728607,"STR-2011-HMSXVK","M5V","10","Spadina-Fort York"
"631",1728608,"STR-2011-HGCKVJ","M2N","18","Willowdale"
"632",1728609,"STR-2011-FZSXVD","M9L","07","Humber River-Black Creek"
"633",1728610,"STR-2011-GHYXVF","M6G","11","University-Rosedale"
"634",1728611,"STR-2011-GYLXVH","M6B","08","Eglinton-Lawrence"
"635",1728612,"STR-2011-JFLXVM","M5J","10","Spadina-Fort York"
"636",1728613,"STR-2011-FTCKVC","M6G","11","University-Rosedale"
"637",1728614,"STR-2011-GJQKVF","M5V","10","Spadina-Fort York"
"638",1728615,"STR-2011-GZCKVH","M6H","09","Davenport"
"639",1728616,"STR-2011-HHJKVJ","M5V","10","Spadina-Fort York"
"640",1728617,"STR-2011-GSLXVG","M1C","25","Scarborough-Rouge Park"
"641",1728618,"STR-2011-HRFXVK","M5V","10","Spadina-Fort York"
"642",1728619,"STR-2011-JGSXVM","M4X","13","Toronto Centre"
"643",1728620,"STR-2011-GKXRVG","M6G","12","Toronto-St. Paul's"
"644",1728621,"STR-2011-GTDRVH","M4M","14","Toronto-Danforth"
"645",1728622,"STR-2011-HBKRVJ","M5V","10","Spadina-Fort York"
"646",1728623,"STR-2011-HRXRVL","M6R","04","Parkdale-High Park"
"647",1728624,"STR-2011-FWBDVD","M3M","06","York Centre"
"648",1728625,"STR-2011-GLPDVG","M1V","23","Scarborough North"
"649",1728626,"STR-2011-HCBDVJ","M4V","12","Toronto-St. Paul's"
"650",1728627,"STR-2011-HKHDVK","M4K","14","Toronto-Danforth"
"651",1728628,"STR-2011-HSPDVL","M5V","10","Spadina-Fort York"
"652",1728629,"STR-2011-HZVDVM","M6H","09","Davenport"
"653",1728630,"STR-2011-FWRRVD","M6L","05","York South-Weston"
"654",1728631,"STR-2011-GVKRVH","M5V","10","Spadina-Fort York"
"655",1728632,"STR-2011-HCRRVJ","M1C","25","Scarborough-Rouge Park"
"656",1728633,"STR-2011-HKXRVK","M4W","11","University-Rosedale"
"657",1728634,"STR-2011-FGVDVB","M5J","10","Spadina-Fort York"
"658",1728635,"STR-2011-GFPDVF","M1E","24","Scarborough-Guildwood"
"659",1728636,"STR-2011-GMVDVG","M5J","10","Spadina-Fort York"
"660",1728637,"STR-2011-GWBDVH","M9B","02","Etobicoke Centre"
"661",1728638,"STR-2011-HDHDVJ","M5J","10","Spadina-Fort York"
"662",1728639,"STR-2011-HLPDVK","M2N","18","Willowdale"
"663",1728640,"STR-2011-HTVDVL","M5V","10","Spadina-Fort York"
"664",1728641,"STR-2011-JCBDVM","M5A","13","Toronto Centre"
"665",1728642,"STR-2011-FQRRVC","M5V","10","Spadina-Fort York"
"666",1728643,"STR-2011-HMDRVK","M6N","05","York South-Weston"
"667",1728644,"STR-2011-JCRRVM","M5A","13","Toronto Centre"
"668",1728645,"STR-2012-HJBDVJ","M6H","09","Davenport"
"669",1728646,"STR-2011-FYPDVD","M6K","04","Parkdale-High Park"
"670",1728647,"STR-2011-GQBDVG","M5R","11","University-Rosedale"
"671",1728648,"STR-2011-GXHDVH","M6J","11","University-Rosedale"
"672",1728649,"STR-2011-HFPDVJ","M1C","25","Scarborough-Rouge Park"
"673",1728650,"STR-2011-HWBDVL","M1C","25","Scarborough-Rouge Park"
"674",1728651,"STR-2011-FRXRVC","M5T","11","University-Rosedale"
"675",1728652,"STR-2011-FZDRVD","M4B","19","Beaches-East York"
"676",1728653,"STR-2011-GQRRVG","M2L","15","Don Valley West"
"677",1728654,"STR-2011-JDXRVM","M5R","11","University-Rosedale"
"678",1728655,"STR-2011-FKHDVB","M5J","10","Spadina-Fort York"
"679",1728656,"STR-2011-FSPDVC","M5J","10","Spadina-Fort York"
"680",1728657,"STR-2011-FZVDVD","M6G","11","University-Rosedale"
"681",1728658,"STR-2012-GDLXVF","M6A","08","Eglinton-Lawrence"
"682",1728659,"STR-2011-GRHDVG","M6E","09","Davenport"
"683",1728660,"STR-2011-HQBDVK","M4R","08","Eglinton-Lawrence"
"684",1728661,"STR-2011-FKXRVB","M3A","16","Don Valley East"
"685",1728662,"STR-2011-GBKRVD","M6E","09","Davenport"
"686",1728663,"STR-2011-GRXRVG","M4R","08","Eglinton-Lawrence"
"687",1728664,"STR-2011-HHKRVJ","M9C","02","Etobicoke Centre"
"688",1728665,"STR-2011-JGDRVM","M5R","11","University-Rosedale"
"689",1728666,"STR-2011-FLPDVB","M5V","10","Spadina-Fort York"
"690",1728667,"STR-2012-GKHDVF","M5A","13","Toronto Centre"
"691",1728668,"STR-2012-GZVDVH","M5J","10","Spadina-Fort York"
"692",1728669,"STR-2012-FDYXVB","M1T","22","Scarborough-Agincourt"
"693",1728670,"STR-2012-GTFXVH","M5T","11","University-Rosedale"
"694",1728671,"STR-2012-HRYXVL","M5V","10","Spadina-Fort York"
"695",1728672,"STR-2012-FFQKVB","M4J","14","Toronto-Danforth"
"696",1728673,"STR-2012-FMWKVC","M5T","10","Spadina-Fort York"
"697",1728674,"STR-2012-FWCKVD","M5V","10","Spadina-Fort York"
"698",1728675,"STR-2012-GTWKVH","M5J","10","Spadina-Fort York"
"699",1728676,"STR-2012-GDYXVF","M5R","11","University-Rosedale"
"700",1728677,"STR-2012-GMFXVG","M5B","13","Toronto Centre"
"701",1728678,"STR-2012-HKYXVK","M4C","19","Beaches-East York"
"702",1728679,"STR-2012-FQCKVC","M5R","11","University-Rosedale"
"703",1728680,"STR-2012-FXJKVD","M5R","11","University-Rosedale"
"704",1728681,"STR-2012-GFQKVF","M5R","11","University-Rosedale"
"705",1728682,"STR-2012-GMWKVG","M5A","13","Toronto Centre"
"706",1728683,"STR-2012-HDJKVJ","M5V","10.0","Spadina-Fort York"
"707",1728684,"STR-2012-FXYXVD","M5V","10","Spadina-Fort York"
"708",1728685,"STR-2012-GGFXVF","M4V","12","Toronto-St. Paul's"
"709",1728686,"STR-2012-HVLXVL","M5V","10","Spadina-Fort York"
"710",1728687,"STR-2012-JCSXVM","M5V","10.0","Spadina-Fort York"
"711",1728688,"STR-2012-FYQKVD","M4C","19","Beaches-East York"
"712",1728689,"STR-2012-GGWKVF","M1V","22","Scarborough-Agincourt"
"713",1728690,"STR-2012-GQCKVG","M6K","04","Parkdale-High Park"
"714",1728691,"STR-2012-HMWKVK","M2N","18","Willowdale"
"715",1728692,"STR-2012-FJSXVB","M5V","10","Spadina-Fort York"
"716",1728693,"STR-2012-FRYXVC","M4M","14","Toronto-Danforth"
"717",1728694,"STR-2012-HPLXVK","M4C","19","Beaches-East York"
"718",1728695,"STR-2012-HWSXVL","M6K","09","Davenport"
"719",1728696,"STR-2012-JDYXVM","M5R","11","University-Rosedale"
"720",1728697,"STR-2012-FSQKVC","M5V","10","Spadina-Fort York"
