"","postal_code","ward_name"
"2320","M6J","Spadina-Fort York"
"2321","M5J","Spadina-Fort York"
"2322","M4C","Toronto-Danforth"
"2323","M3H","York Centre"
"2324","M4J","Toronto-Danforth"
"2325","M2P","Don Valley West"
"2326","M5E","Spadina-Fort York"
"2327","M5V","Spadina-Fort York"
"2328","M5V","Spadina-Fort York"
"2329","M6J","Spadina-Fort York"
"2330","M4J","Toronto-Danforth"
"2331","M2J","Don Valley North"
"2332","M5V","Spadina-Fort York"
"2333","M6E","Davenport"
"2334","M4S","St.Paul's"
"2335","M5T","University-Rosedale"
"2336","M5G","University-Rosedale"
"2337","M2K","Don Valley North"
"2338","M6S","Parkdale-High Park"
"2339","M4Y","University-Rosedale"
"2340","M2N","Willowdale"
"2341","M5V","Spadina-Fort York"
"2342","M5T","Spadina-Fort York"
"2343","M2M","Willowdale"
"2344","M9A","Etobicoke-Lakeshore"
"2345","M6E","Davenport"
"2346","M6K","Parkdale-High Park"
"2347","M1L","Scarborough Southwest"
"2348","M6J","Spadina-Fort York"
"2349","M5T","Spadina-Fort York"
"2350","M5V","Spadina-Fort York"
"2351","M6C","St.Paul's"
"2352","M3A","Don Valley East"
"2353","M8W","Etobicoke-Lakeshore"
"2354","M8W","Etobicoke-Lakeshore"
"2355","M5V","Spadina-Fort York"
"2356","M6R","Parkdale-High Park"
"2357","M6H","Davenport"
"2358","M5V","Spadina-Fort York"
"2359","M8W","Etobicoke-Lakeshore"
"2360","M5J","Spadina-Fort York"
"2361","M5V","Spadina-Fort York"
"2362","M6E","Davenport"
"2363","M5V","Spadina-Fort York"
"2364","M4Y","Toronto Centre"
"2365","M6M","York South-Weston"
"2366","M5A","Toronto Centre"
"2367","M6G","University-Rosedale"
"2368","M5V","Spadina-Fort York"
"2369","M6K","Parkdale-High Park"
"2370","M6P","Davenport"
"2371","M6S","Parkdale-High Park"
"2372","M6R","Parkdale-High Park"
"2373","M4S","Don Valley West"
"2374","M4K","Toronto-Danforth"
"2375","M4Y","Toronto Centre"
"2376","M5A","Toronto Centre"
"2377","M5V","Spadina-Fort York"
"2378","M4L","Beaches-East York"
"2379","M4Y","Toronto Centre"
"2380","M9C","Etobicoke Centre"
"2381","M5V","Spadina-Fort York"
"2382","M5R","University-Rosedale"
"2383","M6R","Parkdale-High Park"
"2384","M8Y","Etobicoke-Lakeshore"
"2385","M4P","Don Valley West"
"2386","M5S","University-Rosedale"
"2387","M5G","Spadina-Fort York"
"2388","M1G","Scarborough-Guildwood"
"2389","M4L","Toronto-Danforth"
"2390","M2N","Willowdale"
"2391","M5J","Spadina-Fort York"
"2392","M5V","Spadina-Fort York"
"2393","M4B","Beaches-East York"
"2394","M5A","Toronto Centre"
"2395","M1E","Scarborough-Guildwood"
"2396","M5N","Eglinton-Lawrence"
"2397","M8Y","Etobicoke-Lakeshore"
"2398","M5V","Spadina-Fort York"
"2399","M4L","Toronto-Danforth"
"2400","M4Y","Toronto Centre"
"2401","M5P","St.Paul's"
"2402","M6H","Davenport"
"2403","M5R","University-Rosedale"
"2404","M6M","York South-Weston"
"2405","M2M","Willowdale"
"2406","M6P","Parkdale-High Park"
"2407","M3L","Humber River-Black Creek"
"2408","M4C","Beaches-East York"
"2409","M1L","Scarborough Southwest"
"2410","M5V","Spadina-Fort York"
"2411","M1M","Scarborough Southwest"
"2412","M5A","Spadina-Fort York"
"2413","M6R","Parkdale-High Park"
"2414","M4J","Toronto-Danforth"
"2415","M1L","Scarborough Southwest"
"2416","M5V","Spadina-Fort York"
"2417","M5A","Toronto Centre"
"2418","M6K","Parkdale-High Park"
"2419","M6K","Parkdale-High Park"
"2420","M5V","Spadina-Fort York"
"2421","M6N","Davenport"
"2422","M6K","Spadina-Fort York"
"2423","M1S","Scarborough-Agincourt"
"2424","M2M","Willowdale"
"2425","M6H","Davenport"
"2426","M5J","Spadina-Fort York"
"2427","M6H","Davenport"
"2428","M6A","Eglinton-Lawrence"
"2429","M5B","Toronto Centre"
"2430","M5J","Spadina-Fort York"
"2431","M4M","Toronto-Danforth"
"2432","M5V","Spadina-Fort York"
"2433","M4X","Toronto Centre"
"2434","M3C","Don Valley East"
"2435","M5V","Spadina-Fort York"
"2436","M5A","Toronto Centre"
"2437","M1P","Scarborough Centre"
"2438","M9W","Etobicoke North"
"2439","M4M","Toronto-Danforth"
"2440","M1M","Scarborough-Guildwood"
"2441","M5V","Spadina-Fort York"
"2442","M5V","Spadina-Fort York"
"2443","M5R","University-Rosedale"
"2444","M3L","Humber River-Black Creek"
"2445","M9L","Humber River-Black Creek"
"2446","M6H","Davenport"
"2447","M1M","Scarborough Southwest"
"2448","M4M","Toronto-Danforth"
"2449","M1N","Scarborough Southwest"
"2450","M8X","Etobicoke Centre"
"2451","M5V","Spadina-Fort York"
"2452","M1N","Scarborough Southwest"
"2453","M5J","Spadina-Fort York"
"2454","M5S","Toronto Centre"
"2455","M9V","Etobicoke North"
"2456","M6K","Spadina-Fort York"
"2457","M1M","Scarborough Southwest"
"2458","M5A","Toronto Centre"
"2459","M8V","Etobicoke-Lakeshore"
"2460","M5B","Toronto Centre"
"2461","M1H","Scarborough Centre"
"2462","M6H","Davenport"
"2463","M5S","University-Rosedale"
"2464","M6S","Parkdale-High Park"
"2465","M1C","Scarborough-Rouge Park"
"2466","M5V","Spadina-Fort York"
"2467","M4K","Toronto-Danforth"
"2468","M4G","Don Valley West"
"2469","M5C","Toronto Centre"
"2470","M1E","Scarborough-Guildwood"
"2471","M5A","Toronto Centre"
"2472","M2N","Willowdale"
"2473","M9C","Etobicoke Centre"
"2474","M9N","York South-Weston"
"2475","M5V","Spadina-Fort York"
"2476","M9B","Etobicoke Centre"
"2477","M5V","Spadina-Fort York"
"2478","M5V","Spadina-Fort York"
"2479","M4J","Toronto-Danforth"
"2480","M6G","University-Rosedale"
"2481","M1W","Scarborough-Agincourt"
"2482","M9N","York South-Weston"
"2483","M9M","Humber River-Black Creek"
"2484","M3H","York Centre"
"2485","M5A","Toronto Centre"
"2486","M6S","Parkdale-High Park"
"2487","M6P","Parkdale-High Park"
"2488","M5V","Spadina-Fort York"
"2489","M4A","Don Valley East"
"2490","M6J","Davenport"
"2491","M1C","Scarborough-Rouge Park"
"2492","M5E","Spadina-Fort York"
"2493","M4E","Beaches-East York"
"2494","M6M","York South-Weston"
"2495","M3A","Don Valley East"
"2496","M4X","Toronto Centre"
"2497","M5R","University-Rosedale"
"2498","M9C","Etobicoke Centre"
"2499","M5V","Spadina-Fort York"
"2500","M3M","York Centre"
"2501","M1J","Scarborough-Guildwood"
"2502","M6G","St.Paul's"
"2503","M4K","Toronto-Danforth"
"2504","M5V","Spadina-Fort York"
"2505","M5A","Spadina-Fort York"
"2506","M2N","Willowdale"
"2507","M9A","Etobicoke Centre"
"2508","M6K","Parkdale-High Park"
"2509","M6K","Parkdale-High Park"
"2510","M1P","Scarborough Centre"
"2511","M8Z","Etobicoke-Lakeshore"
"2512","M4L","Toronto-Danforth"
"2513","M5V","Spadina-Fort York"
"2514","M6N","Davenport"
"2515","M2N","Willowdale"
"2516","M1K","Scarborough Southwest"
"2517","M5A","Toronto Centre"
"2518","M2N","Willowdale"
"2519","M4X","Toronto Centre"
"2520","M6K","Parkdale-High Park"
"2521","M5V","Spadina-Fort York"
"2522","M9B","Etobicoke Centre"
"2523","M6K","Spadina-Fort York"
"2524","M5T","University-Rosedale"
"2525","M6E","St.Paul's"
"2526","M6K","Spadina-Fort York"
"2527","M1N","Scarborough Southwest"
"2528","M9M","Humber River-Black Creek"
"2529","M3N","Humber River-Black Creek"
"2530","M5V","Spadina-Fort York"
"2531","M5A","Toronto Centre"
"2532","M4Y","Toronto Centre"
"2533","M6P","Parkdale-High Park"
"2534","M5A","Toronto Centre"
"2535","M6G","University-Rosedale"
"2536","M6G","University-Rosedale"
"2537","M6G","St.Paul's"
"2538","M2N","Willowdale"
"2539","M2L","Don Valley West"
"2540","M4H","Don Valley West"
"2541","M6E","Davenport"
"2542","M6N","Davenport"
"2543","M6M","York South-Weston"
"2544","M1M","Scarborough Southwest"
"2545","M1T","Scarborough-Agincourt"
"2546","M5J","Spadina-Fort York"
"2547","M4Y","Toronto Centre"
"2548","M6J","Davenport"
"2549","M3J","York Centre"
"2550","M4B","Beaches-East York"
"2551","M6A","Eglinton-Lawrence"
"2552","M6E","St.Paul's"
"2553","M4L","Beaches-East York"
"2554","M5V","Spadina-Fort York"
"2555","M4M","Toronto-Danforth"
"2556","M2P","Don Valley West"
"2557","M5V","Spadina-Fort York"
"2558","M5A","Toronto Centre"
"2559","M5J","Spadina-Fort York"
"2560","M5J","Spadina-Fort York"
"2561","M6N","York South-Weston"
"2562","M2K","Don Valley North"
"2563","M5J","Spadina-Fort York"
"2564","M4B","Beaches-East York"
"2565","M5V","Spadina-Fort York"
"2566","M1K","Scarborough Southwest"
"2567","M9N","York South-Weston"
"2568","M4C","Beaches-East York"
"2569","M5V","Spadina-Fort York"
"2570","M5R","University-Rosedale"
"2571","M5A","Toronto Centre"
"2572","M8Y","Etobicoke-Lakeshore"
"2573","M2N","Willowdale"
"2574","M4T","St.Paul's"
"2575","M2J","Don Valley North"
"2576","M5R","University-Rosedale"
"2577","M5R","University-Rosedale"
"2578","M4S","Don Valley West"
"2579","M5J","Spadina-Fort York"
"2580","M8V","Etobicoke-Lakeshore"
"2581","M1B","Scarborough North"
"2582","M5V","Spadina-Fort York"
"2583","M5H","Spadina-Fort York"
"2584","M4E","Beaches-East York"
"2585","M5J","Spadina-Fort York"
"2586","M5J","Spadina-Fort York"
"2587","M1L","Scarborough Southwest"
"2588","M6P","Davenport"
"2589","M2N","Willowdale"
"2590","M6G","University-Rosedale"
"2591","M1R","Scarborough Centre"
"2592","M2M","Willowdale"
"2593","M6J","Spadina-Fort York"
"2594","M5J","Spadina-Fort York"
"2595","M4K","Toronto-Danforth"
"2596","M6C","St.Paul's"
"2597","M1V","Scarborough North"
"2598","M6S","Parkdale-High Park"
"2599","M2M","Willowdale"
"2600","M4Y","Toronto Centre"
"2601","M1E","Scarborough-Rouge Park"
"2602","M5B","Toronto Centre"
"2603","M1T","Scarborough-Agincourt"
"2604","M6J","Spadina-Fort York"
"2605","M6M","York South-Weston"
"2606","M5J","Spadina-Fort York"
"2607","M3C","Don Valley East"
"2608","M6G","University-Rosedale"
"2609","M6P","Davenport"
"2610","M4M","Toronto-Danforth"
"2611","M5J","Spadina-Fort York"
"2612","M4L","Beaches-East York"
"2613","M5V","Spadina-Fort York"
"2614","M6J","Spadina-Fort York"
"2615","M4W","University-Rosedale"
"2616","M6H","Davenport"
"2617","M2N","Willowdale"
"2618","M5V","Spadina-Fort York"
"2619","M5V","Spadina-Fort York"
"2620","M5V","Spadina-Fort York"
"2621","M9M","Humber River-Black Creek"
"2622","M9V","Etobicoke North"
"2623","M6N","York South-Weston"
"2624","M6N","York South-Weston"
"2625","M4J","Toronto-Danforth"
"2626","M5V","Spadina-Fort York"
"2627","M4K","Toronto-Danforth"
"2628","M9W","Etobicoke North"
"2629","M6S","Parkdale-High Park"
"2630","M9M","Humber River-Black Creek"
"2631","M9V","Etobicoke North"
"2632","M6K","Spadina-Fort York"
"2633","M1S","Scarborough North"
"2634","M1E","Scarborough-Guildwood"
"2635","M1B","Scarborough-Rouge Park"
"2636","M1C","Scarborough-Rouge Park"
"2637","M6H","Davenport"
"2638","M5J","Spadina-Fort York"
"2639","M8V","Etobicoke-Lakeshore"
"2640","M6H","Davenport"
"2641","M6J","Davenport"
"2642","M5R","University-Rosedale"
"2643","M5H","Spadina-Fort York"
"2644","M5A","Toronto Centre"
"2645","M5V","Spadina-Fort York"
"2646","M5V","Spadina-Fort York"
"2647","M5V","Spadina-Fort York"
"2648","M6C","St.Paul's"
"2649","M5V","Spadina-Fort York"
"2650","M9W","Etobicoke North"
"2651","M8Y","Etobicoke-Lakeshore"
"2652","M2R","Willowdale"
"2653","M6N","York South-Weston"
"2654","M6J","Spadina-Fort York"
"2655","M6K","Davenport"
"2656","M6R","Parkdale-High Park"
"2657","M8V","Etobicoke-Lakeshore"
"2658","M5P","St.Paul's"
"2659","M5A","Toronto Centre"
"2660","M2M","Willowdale"
"2661","M1S","Scarborough-Agincourt"
"2662","M1S","Scarborough-Agincourt"
"2663","M5J","Spadina-Fort York"
"2664","M2R","Willowdale"
"2665","M6H","Davenport"
"2666","M6N","York South-Weston"
"2667","M1L","Scarborough Southwest"
"2668","M5B","Toronto Centre"
"2669","M4P","Don Valley West"
"2670","M6L","York South-Weston"
"2671","M6P","Davenport"
"2672","M6G","University-Rosedale"
"2673","M2J","Don Valley North"
"2674","M2M","Don Valley North"
"2675","M4L","Beaches-East York"
"2676","M5V","Spadina-Fort York"
"2677","M6M","York South-Weston"
"2678","M2R","York Centre"
"2679","M4Y","Toronto Centre"
"2680","M5J","Spadina-Fort York"
"2681","M4L","Toronto-Danforth"
"2682","M4M","Toronto-Danforth"
"2683","M6P","Parkdale-High Park"
"2684","M6E","Eglinton-Lawrence"
"2685","M1M","Scarborough-Guildwood"
"2686","M5R","University-Rosedale"
"2687","M2K","Don Valley North"
"2688","M4Y","Toronto Centre"
"2689","M6N","Davenport"
"2690","M5R","University-Rosedale"
"2691","M6N","Davenport"
"2692","M5A","Toronto Centre"
"2693","M5B","Toronto Centre"
"2694","M6P","Davenport"
"2695","M6J","University-Rosedale"
"2696","M2J","Don Valley North"
"2697","M5V","Spadina-Fort York"
"2698","M5J","Spadina-Fort York"
"2699","M5V","Spadina-Fort York"
"2700","M4T","University-Rosedale"
"2701","M5V","Spadina-Fort York"
"2702","M5V","Spadina-Fort York"
"2703","M2M","Willowdale"
"2704","M5B","Toronto Centre"
"2705","M5A","Toronto Centre"
"2706","M4L","Toronto-Danforth"
"2707","M4E","Beaches-East York"
"2708","M5J","Spadina-Fort York"
"2709","M5A","Toronto Centre"
"2710","M4Y","Toronto Centre"
"2711","M1P","Scarborough Centre"
"2712","M4J","Toronto-Danforth"
"2713","M6G","St.Paul's"
"2714","M5R","University-Rosedale"
"2715","M4L","Toronto-Danforth"
"2716","M3M","York Centre"
"2717","M6N","Davenport"
"2718","M6B","Eglinton-Lawrence"
"2719","M5J","Spadina-Fort York"
"2720","M1N","Scarborough Southwest"
"2721","M4L","Toronto-Danforth"
"2722","M6G","St.Paul's"
"2723","M5J","Spadina-Fort York"
"2724","M4M","Toronto-Danforth"
"2725","M5T","University-Rosedale"
"2726","M6J","Spadina-Fort York"
"2727","M4L","Toronto-Danforth"
"2728","M5S","University-Rosedale"
"2729","M2J","Don Valley North"
"2730","M5V","Spadina-Fort York"
"2731","M5A","Toronto Centre"
"2732","M1K","Scarborough Centre"
"2733","M6C","St.Paul's"
"2734","M2J","Don Valley North"
"2735","M6J","University-Rosedale"
"2736","M6K","Spadina-Fort York"
"2737","M5B","Toronto Centre"
"2738","M5V","Spadina-Fort York"
"2739","M4L","Beaches-East York"
"2740","M5J","Spadina-Fort York"
"2741","M9N","York South-Weston"
"2742","M1P","Scarborough Centre"
"2743","M5R","University-Rosedale"
"2744","M4L","Beaches-East York"
"2745","M4M","Toronto-Danforth"
"2746","M5V","Spadina-Fort York"
"2747","M6H","Davenport"
"2748","M1L","Scarborough Southwest"
"2749","M2M","Don Valley North"
"2750","M5R","University-Rosedale"
"2751","M5V","Spadina-Fort York"
"2752","M4C","Beaches-East York"
"2753","M5A","Toronto Centre"
"2754","M5R","University-Rosedale"
"2755","M4M","Toronto-Danforth"
"2756","M6K","Parkdale-High Park"
"2757","M9R","Etobicoke Centre"
"2758","M5R","University-Rosedale"
"2759","M4C","Beaches-East York"
"2760","M5R","University-Rosedale"
"2761","M5R","University-Rosedale"
"2762","M4M","Toronto-Danforth"
"2763","M6P","Davenport"
"2764","M2M","Willowdale"
"2765","M3B","Don Valley East"
"2766","M6G","University-Rosedale"
"2767","M8V","Etobicoke-Lakeshore"
"2768","M2L","Don Valley West"
"2769","M5J","Spadina-Fort York"
"2770","M6A","Eglinton-Lawrence"
"2771","M1R","Scarborough Centre"
"2772","M4M","Toronto-Danforth"
"2773","M6J","Spadina-Fort York"
"2774","M5V","Spadina-Fort York"
"2775","M4Y","Toronto Centre"
"2776","M6C","Davenport"
"2777","M4L","Beaches-East York"
"2778","M2N","Willowdale"
"2779","M6J","Davenport"
"2780","M1V","Scarborough-Agincourt"
"2781","M5B","Toronto Centre"
"2782","M5P","St.Paul's"
"2783","M6J","Spadina-Fort York"
"2784","M6R","Parkdale-High Park"
"2785","M5B","Toronto Centre"
"2786","M6E","Eglinton-Lawrence"
"2787","M1P","Scarborough Centre"
"2788","M9B","Etobicoke Centre"
"2789","M9B","Etobicoke Centre"
"2790","M4S","St.Paul's"
"2791","M5V","Spadina-Fort York"
"2792","M6K","Davenport"
"2793","M2M","Willowdale"
"2794","M4X","Toronto Centre"
"2795","M1G","Scarborough-Guildwood"
"2796","M6K","Spadina-Fort York"
"2797","M5V","Spadina-Fort York"
"2798","M5J","Spadina-Fort York"
"2799","M6E","Davenport"
"2800","M6J","Spadina-Fort York"
"2801","M5V","Spadina-Fort York"
"2802","M9C","Etobicoke Centre"
"2803","M5V","Spadina-Fort York"
"2804","M5R","University-Rosedale"
"2805","M2K","Don Valley North"
"2806","M5B","Toronto Centre"
"2807","M1H","Scarborough-Guildwood"
"2808","M6H","Davenport"
"2809","M1E","Scarborough-Guildwood"
"2810","M6A","Eglinton-Lawrence"
"2811","M5A","Toronto Centre"
"2812","M5G","University-Rosedale"
"2813","M6P","Parkdale-High Park"
"2814","M1P","Scarborough Centre"
"2815","M3H","York Centre"
"2816","M4J","Toronto-Danforth"
"2817","M5V","Spadina-Fort York"
"2818","M8Z","Etobicoke-Lakeshore"
"2819","M6K","Spadina-Fort York"
"2820","M5S","University-Rosedale"
"2821","M8W","Etobicoke-Lakeshore"
"2822","M1W","Scarborough-Agincourt"
"2823","M4S","St.Paul's"
"2824","M6K","Davenport"
"2825","M5A","Toronto Centre"
"2826","M5V","Spadina-Fort York"
"2827","M1N","Scarborough Southwest"
"2828","M9M","Humber River-Black Creek"
"2829","M4L","Beaches-East York"
"2830","M5V","Spadina-Fort York"
"2831","M5A","Toronto Centre"
"2832","M9C","Etobicoke Centre"
"2833","M6P","Davenport"
"2834","M9N","York South-Weston"
"2835","M5V","Spadina-Fort York"
"2836","M5V","Spadina-Fort York"
"2837","M2N","Willowdale"
"2838","M6H","Davenport"
"2839","M4X","Toronto Centre"
"2840","M4N","Eglinton-Lawrence"
"2841","M5A","Toronto Centre"
"2842","M5S","University-Rosedale"
"2843","M5V","Spadina-Fort York"
"2844","M6E","Davenport"
"2845","M6E","Davenport"
"2846","M5V","Spadina-Fort York"
"2847","M4M","Toronto-Danforth"
"2848","M6G","Davenport"
"2849","M4N","Don Valley West"
"2850","M4P","St.Paul's"
"2851","M6J","Davenport"
"2852","M4L","Beaches-East York"
"2853","M1E","Scarborough-Rouge Park"
"2854","M6P","Parkdale-High Park"
"2855","M5V","Spadina-Fort York"
"2856","M4G","Don Valley West"
"2857","M2J","Don Valley North"
"2858","M1H","Scarborough-Guildwood"
"2859","M4P","St.Paul's"
"2860","M4Y","University-Rosedale"
"2861","M6H","Davenport"
"2862","M6C","St.Paul's"
"2863","M5P","St.Paul's"
"2864","M5V","Spadina-Fort York"
"2865","M5V","Spadina-Fort York"
"2866","M5T","University-Rosedale"
"2867","M5J","Spadina-Fort York"
"2868","M6J","Spadina-Fort York"
"2869","M5B","Toronto Centre"
"2870","M5A","Toronto Centre"
"2871","M5R","University-Rosedale"
"2872","M5A","Toronto Centre"
"2873","M5J","Spadina-Fort York"
"2874","M1N","Scarborough Southwest"
"2875","M5A","Toronto Centre"
"2876","M4M","Toronto-Danforth"
"2877","M4L","Beaches-East York"
"2878","M5E","Toronto Centre"
"2879","M6K","Parkdale-High Park"
"2880","M2N","Willowdale"
"2881","M4E","Beaches-East York"
"2882","M1V","Scarborough North"
"2883","M1G","Scarborough-Guildwood"
"2884","M5J","Spadina-Fort York"
"2885","M4P","St.Paul's"
"2886","M2K","Don Valley North"
"2887","M6H","Davenport"
"2888","M6K","Parkdale-High Park"
"2889","M5R","St.Paul's"
"2890","M8W","Etobicoke-Lakeshore"
"2891","M4E","Beaches-East York"
"2892","M6P","Parkdale-High Park"
"2893","M4M","Toronto-Danforth"
"2894","M6H","Davenport"
"2895","M5V","Spadina-Fort York"
"2896","M5V","Spadina-Fort York"
"2897","M5V","Spadina-Fort York"
"2898","M6H","Davenport"
"2899","M5V","Spadina-Fort York"
"2900","M5A","Toronto Centre"
"2901","M5R","University-Rosedale"
"2902","M1G","Scarborough-Guildwood"
"2903","M3B","Don Valley East"
"2904","M6G","University-Rosedale"
"2905","M8Y","Etobicoke-Lakeshore"
"2906","M6A","Eglinton-Lawrence"
"2907","M5R","University-Rosedale"
"2908","M1T","Scarborough-Agincourt"
"2909","M3L","Humber River-Black Creek"
"2910","M4Y","Toronto Centre"
"2911","M3H","York Centre"
"2912","M5J","Spadina-Fort York"
"2913","M5V","Spadina-Fort York"
"2914","M4L","Beaches-East York"
"2915","M3J","York Centre"
"2916","M4J","Toronto-Danforth"
"2917","M6E","Davenport"
"2918","M6K","Spadina-Fort York"
"2919","M5T","University-Rosedale"
"2920","M4Y","Toronto Centre"
"2921","M2N","Willowdale"
"2922","M5A","Toronto Centre"
"2923","M5V","Spadina-Fort York"
"2924","M5V","Spadina-Fort York"
"2925","M9P","Etobicoke Centre"
"2926","M2M","Willowdale"
"2927","M4M","Toronto-Danforth"
"2928","M5B","Toronto Centre"
"2929","M4M","Toronto-Danforth"
"2930","M4S","St.Paul's"
"2931","M4L","Beaches-East York"
"2932","M5V","Spadina-Fort York"
"2933","M5J","Spadina-Fort York"
"2934","M6G","University-Rosedale"
"2935","M3K","York Centre"
"2936","M9W","Etobicoke North"
"2937","M4J","Toronto-Danforth"
"2938","M9M","Humber River-Black Creek"
"2939","M6R","Parkdale-High Park"
"2940","M9A","Etobicoke Centre"
"2941","M5T","Spadina-Fort York"
"2942","M5V","Spadina-Fort York"
"2943","M6K","Parkdale-High Park"
"2944","M6P","Parkdale-High Park"
"2945","M6H","Davenport"
"2946","M5V","Spadina-Fort York"
"2947","M4B","Scarborough Southwest"
"2948","M4X","Toronto Centre"
"2949","M4C","Beaches-East York"
"2950","M4S","St.Paul's"
"2951","M4M","Toronto-Danforth"
"2952","M6G","University-Rosedale"
"2953","M5H","Spadina-Fort York"
